अँग्रेज़	̃grēz
गुरुकुलों	guruulō̃
गुरुत्वाकर्षण	gurutvārṣṇ
गुरुद्वारा	gurudvārā
गुरुद्वारे	gurudvārē
गुरुवार	guruvār
गुरू	gurū
गुरूँग	gurū̃g
गुरूओं	gurūō̃
गुरूजी	gurūjī
गुरूद्वारा	gurūdvārā
गुरूदेव	gurūdēv
गुरूवार	gurūvār
गुलदस्ते	guldstē
गुलदस्तों	guldstō̃
गुलबहारी	gulbhārī
गुलशन	gulś
गुलाटी	gulāṭī
गुलाब	gulāb
गुलाबी	gulābī
ग़ुलाम	ġulām
गुलाल	gulāl
गुलिस्ताँ	gulistā̃
गुलीवर	gulīvr
गुलु	gulu
गुश	guś
गुस्सा	gussā
ग़ुस्सा	ġussā
गुस्से	gussē
ग़ुस्से	ġussē
गुसाईं	gusāī̃
गुहा	guhā
गुहार	guhār
गूँज	gū̃j
गूँजने	gū̃jē
गूँजी	gū̃jī
गूँजे	gū̃jē
गूंजता	gūñjtā
गूगल	gūgl
गृह	gṛh
गृहमंत्रालय	gṛhmtrāly
गृहिणी	gṛhiṇī
गृहों	gṛhō̃
गेंद	gēd
गेंदबाज़	gēdbāz
गेंदबाज़ी	gēdbāzī
गेंदबाज़ों	gēdbāzō̃
गेंदों	gēdō̃
गेट	gēṭ
गेटवे	gēṭvē
गेट्स	gēṭs
गेम	gēm
गेयल	gēyl
गेरासिमेन्को	gērāsimēō
गेल	gēl
गेलर	gēlr
गेस्ट	gēsṭ
गेस्टहाउस	gēsṭhāus
गैंग	gig
गैटलिन	giṭli
गैर	gir
ग़ैर	ġir
ग़ैरक़ानून	ġirqāū
ग़ैरक़ानूनी	ġirqāūī
ग़ैरमुल्कों	ġirmulō̃
ग़ैरसरकारी	ġirsrārī
गैरी	girī
गैरीग्यूज	girīgyūj
गैलरी	gilrī
गैलाक्टिक	gilāṭi
गैस	gis
गैसकांड	gisāṇḍ
गैसें	gisē̃
गैसों	gisō̃
गॉंग	gôg
गॉग	gôg
गॉटकिन	gôṭi
गॉटमैन	gôṭmi
गॉड	gôḍ
गॉय	gôy
गॉर्ड	gôrḍ
गॉल	gôl
गॉव	gôv
गो	gō
गोंज़ालेज़	gō̃zālēz
गोंडा	gōṇḍā
गोआ	gōā
गोउल्डर	gōulḍr
गोगो	gōgō
गोगोई	gōgōī
गोताखोर	gōtāhōr
गोताखोरों	gōtāhōrō̃
गोतोह	gōtōh
गोद	gōd
गोदाम	gōdām
गोदामों	gōdāmō̃
गोधरा	gōdhrā
गोपनीय	gōpīy
गोपनीयता	gōpīytā
गोपाल	gōpāl
गोपालकृष्णन	gōpālṛṣṇ
गोपालगंज	gōpālgñj
गोपालपुरी	gōpālpurī
गोपीनाथ	gōpīāth
गोयल	gōyl
गोर	gōr
गोरखपुर	gōrhpur
गोरखा	gōrhā
गोर्वुनोफ़	gōrvuōf
गोरा	gōrā
गोराडिया	gōrāḍiyā
गोरिल्ला	gōrillā
गोरे	gōrē
गोल	gōl
गोलंदाज़ों	gōldāzō̃
गोलकीपर	gōlīpr
गोल्डन	gōlḍ
गोल्डस्मिथ	gōlḍsmith
गोलपोस्ट	gōlpōsṭ
गोलाकार	gōlāār
गोलाबारी	gōlābārī
गोलियां	gōliyā̃
गोलियाथ	gōliyāth
गोलियों	gōliyō̃
गोली	gōlī
गोलीबारी	gōlībārī
गोले	gōlē
गोलों	gōlō̃
गोवा	gōvā
गोवारिकर	gōvārir
गोविंद	gōvid
गोविंदा	gōvidā
गोवी	gōvī
गोष्ठी	gōṣṭhī
गौतम	gutm
ग़ौर	ġur
ग़ौरतलब	ġurtlb
गौरव	gurv
गौरवान्वित	gurvāvit
गौरी	gurī
घंटा	ghṇṭā
घंटियो	ghṇṭiyō
घंटी	ghṇṭī
घंटे	ghṇṭē
घंटो	ghṇṭō
घंटों	ghṇṭō̃
घई	ghī
घट	ghṭ
घटक	ghṭ
घटकर	ghṭr
घट्टाकोलू	ghṭṭāōlū
घटता	ghṭtā
घटती	ghṭtī
घटते	ghṭtē
घटना	ghṭā
घटनाएँ	ghṭāē̃
घटनाओं	ghṭāō̃
घटनाक्रम	ghṭārm
घटनाक्रमों	ghṭārmō̃
घटनाचक्र	ghṭācr
घटनास्थल	ghṭāsthl
घटने	ghṭē
घटा	ghṭā
घटाई	ghṭāī
घटाए	ghṭāē
घटाकर	ghṭār
घटाने	ghṭāē
घटाया	ghṭāyā
घटिया	ghṭiyā
घटी	ghṭī
घटीं	ghṭī̃
घटेगा	ghṭēgā
घटेगी	ghṭēgī
घड़ियाल	ghṛiyāl
घड़ी	ghṛī
घड़े	ghṛē
घनटाएँ	ghṭāē̃
घनश्याम	ghśyām
घने	ghē
घबरा	ghbrā
घबराकर	ghbrār
घबराती	ghbrātī
घबराया	ghbrāyā
घबराहट	ghbrāhṭ
घमंड	ghmṇḍ
घमंडी	ghmṇḍī
घमासान	ghmāsā
घर	ghr
घरवाले	ghrvālē
घरवालों	ghrvālō̃
घराने	ghrāē
घरेलू	ghrēlū
घरों	ghrō̃
घसीटा	ghsīṭā
घाट	ghāṭ
घाटगे	ghāṭgē
घाटल	ghāṭl
घाटी	ghāṭī
घाटे	ghāṭē
घात	ghāt
घातक	ghāt
घायल	ghāyl
घायलों	ghāylō̃
घास	ghās
घिन	ghi
घिमिरे	ghimirē
घिर	ghir
घिरा	ghirā
घिरी	ghirī
घिरे	ghirē
घी	ghī
घुट्टी	ghuṭṭī
घुटना	ghuṭā
घुमाने	ghumāē
घुमाव	ghumāv
घुलते	ghultē
घुस	ghus
घुसते	ghustē
घुसना	ghusā
घुसने	ghusē
घुसपैठ	ghuspiṭh
घुसी	ghusī
घुसेड़ते	ghusēṛtē
घूंसे	ghū̃sē
घूम	ghūm
घूमता	ghūmtā
घूमती	ghūmtī
घूमते	ghūmtē
घूमना	ghūmā
घूमने	ghūmē
घूमा	ghūmā
घूर्णन	ghūrṇ
घृणा	ghṛṇā
घेर	ghēr
घेरने	ghērē
घेरा	ghērā
घेराबंदी	ghērābdī
घेरे	ghērē
घोटाला	ghōṭālā
घोड़ा	ghōṛā
घोड़े	ghōṛē
घोड़ों	ghōṛō̃
घोबादी	ghōbādī
घोल	ghōl
घोष	ghōṣ
घोषणा	ghōṣṇā
घोषणाएँ	ghōṣṇāē̃
घोषणाओं	ghōṣṇāō̃
घोषणापत्र	ghōṣṇāptr
घोषित	ghōṣit
ङर	ṅr
चंगुल	cgul
चंडी	cṇḍī
चंडीगढ़	cṇḍīgṛh
चंद	cd
चंदन	cd
चंदर	cdr
चंद्र	cdr
चंद्रकांत	cdrāt
चंद्रन	cdr
चंद्रपॉल	cdrpôl
चंद्रमा	cdrmā
चंद्रमाओं	cdrmāō̃
चंद्रवीर	cdrvīr
चंद्रशेखर	cdrśēhr
चंद्रा	cdrā
चंद्रिका	cdriā
चंद्रू	cdrū
चंदा	cdā
चंदू	cdū
चंदों	cdō̃
चंपा	cmpā
चंपारण	cmpārṇ
चक्कर	cr
चकनाचूर	cācūr
चकमा	cmā
चक्र	cr
चक्रवर्ती	crvrtī
चक्रवात	crvāt
चकाचक	cāc
चकाचौंध	cācudh
चकित	cit
चटकाए	cṭāē
चटकाकर	cṭār
चटखारे	cṭhārē
चटगाँव	cṭgā̃v
चट्टान	cṭṭā
चट्टानें	cṭṭāē̃
चट्टानों	cṭṭāō̃
चटर्जी	cṭrjī
चटा	cṭā
चटाई	cṭāī
चटाईयां	cṭāīyā̃
चड्ढा	cḍḍhā
चढ़	cṛh
चढ़कर	cṛhr
चढ़ता	cṛhtā
चढना	cḍhā
चढ़ना	cṛhā
चढने	cḍhē
चढ़ने	cṛhē
चढ़ा	cṛhā
चढाई	cḍhāī
चढ़ाई	cṛhāī
चढ़ाईयां	cṛhāīyā̃
चढ़ाने	cṛhāē
चढ़ाव	cṛhāv
चढ़ावों	cṛhāvō̃
चढ़े	cṛhē
चतुर	ctur
चतुर्वेदी	cturvēdī
चद्रमाओं	cdrmāō̃
चन्द्र	cdr
चन्द्रकला	cdrlā
चनाब	cāb
चनावों	cāvō̃
चपातियाँ	cpātiyā̃
चपातियों	cpātiyō̃
चपेट	cpēṭ
चबकि	cbi
चमक	cm
चमकता	cmtā
चमकधमक	cmdhm
चमकना	cmā
चमके	cmē
चमकेगा	cmēgā
चमड़ी	cmṛī
चमत्कार	cmtār
चमारू	cmārū
चमिंडा	cmiṇḍā
चमेली	cmēlī
चयन	cy
चयनित	cyit
चर्च	crc
चर्चा	crcā
चर्चाओं	crcāō̃
चर्चित	crcit
चर्चिल	crcil
चरण	crṇ
चरणजीत	crṇjīt
चरणबद्ध	crṇbddh
चरणस्पर्श	crṇsprś
चरणों	crṇō̃
चरबी	crbī
चर्बीयुक्त	crbīyut
चरम	crm
चरमंपथी	crmmpthī
चरमपंथ	crmpth
चरमपंथियो	crmpthiyō
चरमपंथियों	crmpthiyō̃
चरमपंथी	crmpthī
चरमराते	crmrātē
चरमसुख	crmsuh
चराने	crāē
चरारे	crārē
चरित्र	critr
चरितार्थ	critārth
चल	cl
चलकर	clr
चलता	cltā
चलती	cltī
चलते	cltē
चलन	cl
चलना	clā
चलने	clē
चल्सानी	clsāī
चला	clā
चलाई	clāī
चलाऊँगा	clāū̃gā
चलाए	clāē
चलाएँ	clāē̃
चलाएँगे	clāē̃gē
चलाएगा	clāēgā
चलाता	clātā
चलाती	clātī
चलाते	clātē
चलाना	clāā
चलानी	clāī
चलाने	clāē
चलाबी	clābī
चलाया	clāyā
चलिए	cliē
चली	clī
चले	clē
चलें	clē̃
चलेंगे	clēgē
चलेंगें	clēgē̃
चलेगा	clēgā
चलेगी	clēgī
चलो	clō
चश्मे	cśmē
चहल	chl
चहेती	chētī
चहेते	chētē
चाँद	cā̃d
चाँदनी	cā̃dī
चाँदी	cā̃dī
चाँदों	cā̃dō̃
चांदनी	cādī
चाइना	cāiā
चाक	cā
चाची	cācī
चाट	cāṭ
चादर	cādr
चान	cā
चानू	cāū
चाबी	cābī
चाय	cāy
चायकाल	cāyāl
चार	cār
चार्ज	cārj
चार्टर	cārṭr
चार्ल्स	cārls
चारा	cārā
चारित्रिक	cāritri
चारों	cārō̃
चाल	cāl
चालबाज़ियों	cālbāziyō̃
चालाक	cālā
चालित	cālit
चालीस	cālīs
चालू	cālū
चालें	cālē̃
चावला	cāvlā
चाह	cāh
चाहत	cāht
चाहता	cāhtā
चाहती	cāhtī
चाहतीं	cāhtī̃
चाहते	cāhtē
चाहने	cāhē
चाहर	cāhr
चाहा	cāhā
चाहिए	cāhiē
चाहिएं	cāhiē̃
चाहिये	cāhiyē
चाहियें	cāhiyē̃
चाही	cāhī
चाहूँगा	cāhū̃gā
चाहूँगी	cāhū̃gī
चाहे	cāhē
चाहें	cāhē̃
चाहेंगी	cāhēgī
चाहेंगे	cāhēgē
चाहेगा	cāhēgā
चिंतक	cit
चिंता	citā
चिंताएँ	citāē̃
चिंताएं	citāē̃
चिंताओं	citāō̃
चिंताजनक	citāj
चिंतित	citit
चिंदबरम	cidbrm
चिकना	ciā
चिकित्सा	ciitsā
चिकित्साकर्मी	ciitsārmī
चिकित्सीय	ciitsīy
चिट्ठियाँ	ciṭṭhiyā̃
चिट्ठी	ciṭṭhī
चिटणीस	ciṭṇīs
चिटी	ciṭī
चिड़िया	ciṛiyā
चिड़ियाघरों	ciṛiyāghrō̃
चिड़ियों	ciṛiyō̃
चिढ़	ciṛh
चित्त	citt
चित्र	citr
चित्रकार	citrār
चित्रकारों	citrārō̃
चित्रण	citrṇ
चित्रा	citrā
चित्रित	citrit
चित्रों	citrō̃
चिताएँ	citāē̃
चिताले	citālē
चिदंबरम	cidmbrm
चिन्ह	cih
चिन्हों	cihō̃
चिप	cip
चिपकेगा	cipēgā
चिपों	cipō̃
चिम्पांज़ी	cimpā̃zī
चिराग	cirāg
चिराग़	cirāġ
चिल्टन	cilṭ
चिल्ड्रेन	cilḍrē
चिल्ड़्रेन	cilṛrē
चिल्ला	cillā
चिल्लाते	cillātē
चिल्लाने	cillāē
चिली	cilī
चिश्ती	ciśtī
चिह्नों	cihō̃
ची	cī
चीख	cīh
चीखने	cīhē
चीज	cīj
चीज़	cīz
चीज़े	cīzē
चीजें	cījē̃
चीज़ें	cīzē̃
चीज़ो	cīzō
चीजों	cījō̃
चीज़ों	cīzō̃
चीन	cī
चीनी	cīī
चीफ़	cīf
चुंबक	cumb
चुंबन	cumb
चुक	cu
चुकता	cutā
चुका	cuā
चुकाती	cuātī
चुकाने	cuāē
चुकाया	cuāyā
चुकी	cuī
चुकीं	cuī̃
चुके	cuē
चुग़ताई	cuġtāī
चुटकी	cuṭī
चुटकुला	cuṭulā
चुटकुले	cuṭulē
चुन	cu
चुनकर	cur
चुनती	cutī
चुनते	cutē
चुनना	cuā
चुनने	cuē
चुनरी	curī
चुना	cuā
चुनाव	cuāv
